Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,1,Graduate,Yes,21615,2883,295,84,1,Semiurban,Y
Female,No,1,Not Graduate,No,14611,644,284,360,0,Rural,N
Female,Yes,3,Not Graduate,No,23906,14638,262,120,0,Rural,Y
Female,No,2,Graduate,Yes,12080,12746,244,84,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,10639,1814,367,180,1,Rural,N
Male,Yes,2,Not Graduate,Yes,18418,10027,185,180,0,Rural,Y
Male,No,2,Not Graduate,No,5087,12333,362,120,0,Semiurban,N
Female,Yes,2,Graduate,Yes,17026,2698,388,120,1,Rural,Y
Male,Yes,1,Graduate,Yes,17617,14191,484,300,0,Semiurban,Y
Female,No,0,Graduate,Yes,21321,43,416,180,0,Urban,N
Male,No,2,Not Graduate,Yes,13291,6539,445,120,0,Semiurban,N
Female,Yes,2,Graduate,No,5081,538,403,84,0,Urban,N
Female,Yes,3,Not Graduate,No,12968,2366,260,84,0,Urban,N
Female,Yes,0,Graduate,Yes,13881,8015,181,240,0,Rural,N
Male,No,1,Not Graduate,Yes,18803,2693,249,300,0,Semiurban,N
Female,Yes,0,Not Graduate,No,18891,9393,83,300,0,Rural,Y
Male,Yes,3,Graduate,No,4949,5253,57,300,1,Rural,N
Male,No,0,Not Graduate,No,18537,11708,91,240,0,Urban,Y
Female,No,1,Graduate,Yes,21735,6767,280,120,1,Rural,Y
Male,No,0,Not Graduate,No,7807,4930,270,300,1,Urban,N
Male,No,0,Not Graduate,No,24153,4997,316,84,1,Rural,Y
Female,No,2,Not Graduate,Yes,22746,601,98,120,0,Semiurban,N
Male,Yes,1,Graduate,Yes,7752,7607,52,120,0,Rural,N
Female,No,1,Not Graduate,Yes,20700,5424,266,120,1,Semiurban,Y
Male,Yes,1,Graduate,No,10754,5496,317,84,1,Urban,N
Female,Yes,3,Not Graduate,No,5097,1971,427,180,0,Rural,N
Female,No,1,Graduate,No,3834,9501,403,300,0,Semiurban,N
Male,Yes,3,Graduate,No,16070,2520,91,360,0,Urban,N
Female,No,1,Not Graduate,No,16029,10139,221,240,1,Semiurban,Y
Male,No,3,Not Graduate,Yes,7744,11528,108,84,0,Semiurban,N
Male,Yes,0,Graduate,Yes,6508,2808,82,84,0,Urban,N
Female,Yes,2,Graduate,Yes,4699,10190,468,300,1,Urban,N
Female,Yes,0,Not Graduate,Yes,21085,7862,382,120,0,Urban,N
Female,Yes,1,Not Graduate,No,21470,8071,185,300,0,Semiurban,Y
Female,No,1,Graduate,No,3895,5251,220,180,0,Rural,N
Female,Yes,0,Not Graduate,Yes,16048,3116,61,300,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,7684,8167,202,84,1,Urban,N
Female,Yes,3,Graduate,Yes,11358,4478,398,84,0,Rural,N
Male,Yes,0,Graduate,Yes,18983,3492,91,120,1,Semiurban,Y
Male,Yes,0,Graduate,No,8754,8892,491,240,1,Urban,Y
Female,No,0,Graduate,No,8549,6170,428,120,1,Rural,N
Male,Yes,1,Not Graduate,Yes,12667,8125,119,300,0,Rural,N
Female,No,0,Graduate,No,4930,6260,178,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,24581,2123,261,300,1,Rural,Y
Female,No,1,Not Graduate,Yes,7477,12702,452,180,0,Semiurban,N
Female,No,3,Graduate,Yes,8796,3973,149,240,1,Urban,Y
Male,No,2,Not Graduate,No,24332,13937,262,240,0,Urban,Y
Female,Yes,3,Graduate,No,5555,8834,420,180,0,Rural,N
Male,Yes,1,Graduate,No,13632,4782,290,300,0,Semiurban,N
Male,Yes,2,Not Graduate,No,21859,10555,53,360,1,Rural,Y
Male,No,3,Not Graduate,No,16732,6203,256,180,0,Semiurban,N
Male,Yes,3,Not Graduate,No,5521,3601,126,240,1,Urban,N
Female,Yes,1,Not Graduate,Yes,21653,14796,226,240,1,Rural,Y
Female,Yes,1,Graduate,No,9595,4656,230,240,0,Rural,N
Female,Yes,2,Graduate,No,4769,7322,459,120,1,Urban,N
Male,Yes,0,Not Graduate,No,15042,1877,76,240,0,Rural,N
Female,No,1,Graduate,Yes,15073,34,143,300,0,Semiurban,N
Female,Yes,2,Not Graduate,No,21253,1459,416,180,0,Rural,N
Female,No,2,Not Graduate,Yes,18137,14728,50,360,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,17380,10741,430,240,0,Rural,N
Female,No,3,Graduate,Yes,23686,12241,341,180,1,Semiurban,Y
Female,No,2,Graduate,Yes,17031,219,460,240,0,Rural,N
Male,No,3,Graduate,Yes,6191,11231,235,240,1,Urban,Y
Male,Yes,2,Not Graduate,No,17023,10555,380,180,1,Rural,Y
Male,No,2,Graduate,No,13959,9651,148,120,1,Semiurban,Y
Male,No,3,Not Graduate,No,10080,9910,302,360,0,Semiurban,N
Female,Yes,1,Not Graduate,No,11518,2766,267,240,1,Urban,N
Male,Yes,0,Not Graduate,Yes,14277,5732,448,120,1,Rural,Y
Male,No,2,Not Graduate,Yes,3695,13315,342,180,1,Rural,Y
Female,No,3,Not Graduate,No,3223,4063,210,120,1,Urban,N
Female,No,2,Graduate,Yes,23506,9344,439,240,0,Semiurban,Y
Male,Yes,2,Graduate,Yes,7111,885,357,84,0,Rural,N
Female,Yes,1,Graduate,Yes,20382,1690,347,240,0,Urban,N
Male,Yes,0,Graduate,No,15993,3639,476,240,1,Rural,Y
Female,Yes,0,Not Graduate,No,18843,2223,71,240,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,17582,14919,341,240,1,Urban,Y
Female,No,1,Not Graduate,Yes,11731,3242,79,180,0,Semiurban,N
Female,Yes,1,Graduate,Yes,22221,3475,415,84,0,Urban,N
Female,No,3,Not Graduate,Yes,22969,4211,141,120,1,Semiurban,Y
Male,No,1,Graduate,No,4915,11776,148,120,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,18468,10217,271,120,1,Semiurban,Y
Male,Yes,1,Graduate,No,10948,3911,54,360,0,Urban,N
Male,Yes,0,Graduate,No,8230,4026,367,360,1,Semiurban,N
Female,No,3,Not Graduate,Yes,2243,12703,254,240,0,Semiurban,N
Male,No,2,Not Graduate,Yes,17595,259,350,360,1,Semiurban,N
Male,No,2,Not Graduate,No,13752,13416,427,84,1,Semiurban,Y
Female,Yes,2,Graduate,No,18247,10921,384,360,0,Rural,Y
Female,Yes,1,Graduate,Yes,20433,11081,372,120,0,Urban,Y
Male,No,3,Graduate,Yes,1908,11285,345,240,1,Semiurban,N
Female,No,1,Not Graduate,No,19472,5598,494,240,1,Rural,Y
Female,No,0,Graduate,Yes,19096,2385,408,300,0,Urban,N
Female,No,1,Graduate,Yes,13359,4443,391,240,1,Semiurban,Y
Female,No,3,Not Graduate,Yes,24407,12116,343,300,0,Semiurban,Y
Male,Yes,1,Graduate,No,9825,3645,283,84,1,Rural,N
Male,Yes,0,Not Graduate,Yes,12414,13718,120,240,1,Rural,Y
Female,Yes,0,Graduate,Yes,13750,11252,464,300,1,Rural,Y
Male,No,2,Graduate,Yes,12490,5185,253,300,0,Semiurban,N
Female,No,2,Graduate,No,12082,11794,205,120,0,Urban,N
Male,Yes,0,Graduate,Yes,23405,8692,143,180,0,Rural,Y
Female,Yes,1,Not Graduate,No,19610,13450,220,240,0,Rural,Y
Male,No,2,Not Graduate,No,19358,265,328,360,0,Urban,N
Female,Yes,2,Not Graduate,Yes,13380,10149,319,360,0,Rural,N
Male,Yes,0,Graduate,No,1724,6944,375,300,0,Semiurban,N
Male,Yes,2,Not Graduate,Yes,24749,1435,422,120,0,Rural,N
Female,Yes,2,Graduate,No,20035,13851,388,120,0,Semiurban,Y
Female,No,1,Not Graduate,No,8383,2350,491,180,0,Urban,N
Female,No,0,Graduate,Yes,5833,13869,73,300,1,Rural,Y
Male,No,3,Not Graduate,No,19778,8040,127,120,1,Semiurban,Y
Male,No,2,Not Graduate,No,11446,6613,183,240,0,Semiurban,N
Male,Yes,1,Not Graduate,No,7423,12766,143,120,1,Rural,Y
Male,No,1,Not Graduate,No,13421,7980,189,360,0,Urban,N
Female,Yes,3,Graduate,No,14205,8527,310,300,0,Semiurban,N
Male,Yes,1,Not Graduate,No,5084,10683,63,360,0,Urban,N
Male,Yes,0,Not Graduate,No,21796,3139,58,84,0,Rural,Y
Male,Yes,0,Not Graduate,No,9768,7274,258,84,1,Urban,Y
Male,No,1,Graduate,No,19448,13829,374,120,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,6277,14779,274,360,1,Urban,Y
Female,No,1,Not Graduate,No,22677,13027,391,360,1,Rural,Y
Male,No,2,Not Graduate,No,4088,4014,286,84,1,Urban,N
Male,Yes,2,Not Graduate,Yes,7266,1554,414,180,0,Semiurban,N
Male,No,0,Not Graduate,Yes,12079,10329,225,240,1,Urban,Y
Male,No,1,Graduate,Yes,8162,4138,72,120,0,Urban,N
Male,No,2,Graduate,Yes,10391,2907,75,300,1,Rural,Y
Female,No,2,Graduate,Yes,15410,9538,149,180,1,Urban,Y
Female,No,2,Not Graduate,No,9852,10627,477,300,0,Rural,N
Male,Yes,2,Graduate,No,5222,3096,116,360,1,Rural,N
Male,Yes,0,Not Graduate,No,1566,10322,308,300,1,Urban,N
Male,Yes,2,Not Graduate,No,4080,7687,211,180,1,Urban,N
Female,Yes,1,Graduate,Yes,17452,10493,465,84,0,Rural,N
Male,Yes,1,Graduate,No,2995,305,324,360,1,Rural,N
Female,Yes,3,Not Graduate,Yes,5830,11088,61,360,0,Rural,N
Female,No,3,Not Graduate,No,13452,7932,490,180,1,Rural,Y
Male,Yes,1,Not Graduate,No,4768,2212,445,120,0,Urban,N
Female,No,2,Graduate,No,22647,11060,378,240,0,Urban,Y
Female,No,3,Not Graduate,No,18632,3996,454,360,1,Rural,Y
Male,No,1,Graduate,No,4914,2963,207,84,1,Semiurban,N
Male,Yes,2,Not Graduate,Yes,22603,471,383,180,1,Urban,Y
Female,No,2,Not Graduate,Yes,10903,3124,362,240,0,Rural,N
Male,Yes,3,Graduate,No,3227,5528,151,120,1,Semiurban,N
Male,Yes,3,Not Graduate,No,24325,14816,122,84,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,9694,4673,320,300,1,Semiurban,N
Female,No,2,Graduate,No,1932,6341,277,300,1,Rural,N
Male,Yes,1,Not Graduate,No,19502,5113,327,300,1,Semiurban,Y
Female,Yes,2,Not Graduate,Yes,19572,8433,80,240,1,Semiurban,Y
Female,No,2,Graduate,No,8842,12937,426,180,1,Rural,Y
Male,No,1,Graduate,No,20776,3141,496,120,0,Semiurban,N
Female,No,2,Graduate,No,9638,11455,266,300,1,Urban,Y
Female,No,2,Not Graduate,No,18564,10764,103,300,0,Rural,Y
Female,Yes,2,Not Graduate,No,14187,8972,301,240,1,Rural,Y
Female,Yes,2,Graduate,No,3411,3102,389,240,1,Rural,N
Male,No,2,Not Graduate,Yes,13749,7515,218,240,0,Urban,N
Female,Yes,2,Not Graduate,Yes,24663,9168,452,120,0,Rural,Y
Male,Yes,2,Not Graduate,Yes,17883,8268,401,360,0,Urban,N
Male,Yes,2,Graduate,No,18953,6641,499,240,1,Rural,Y
Female,Yes,1,Graduate,No,7991,10938,236,180,0,Urban,N
Male,Yes,0,Not Graduate,Yes,5069,887,242,240,1,Semiurban,N
Male,Yes,3,Graduate,Yes,17539,4382,182,180,0,Semiurban,N
Female,Yes,1,Not Graduate,Yes,18947,14078,166,120,0,Rural,Y
Male,No,3,Graduate,Yes,18356,9216,78,300,0,Semiurban,Y
Female,No,0,Graduate,No,2469,2691,310,180,1,Urban,N
Female,No,1,Graduate,Yes,18315,13953,128,360,0,Urban,Y
Male,Yes,1,Not Graduate,No,8646,20,334,84,0,Rural,N
Female,No,3,Not Graduate,No,8316,9820,79,300,1,Semiurban,Y
Male,No,2,Not Graduate,No,23009,12799,97,300,0,Urban,Y
Female,Yes,1,Graduate,No,16146,3166,348,240,1,Rural,Y
Female,Yes,1,Not Graduate,No,12543,8688,86,240,1,Rural,Y
Female,No,1,Not Graduate,No,21855,3512,337,120,1,Rural,Y
Female,Yes,3,Graduate,No,13714,6529,267,180,0,Semiurban,N
Female,Yes,0,Graduate,No,8632,4262,391,180,0,Urban,N
Male,No,1,Graduate,Yes,5438,11156,432,300,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,18747,7758,108,240,0,Rural,Y
Male,No,1,Not Graduate,No,5562,3876,420,120,1,Urban,N
Male,Yes,1,Graduate,Yes,21053,9452,354,84,0,Urban,Y
Male,No,2,Not Graduate,No,16315,11764,112,84,1,Rural,Y
Female,Yes,1,Graduate,Yes,24871,637,322,84,0,Rural,N
Female,No,1,Not Graduate,No,2909,9201,300,84,1,Urban,N
Male,No,1,Graduate,No,17363,10518,266,300,0,Semiurban,N
Male,Yes,3,Graduate,Yes,16575,6547,257,120,1,Urban,Y
Female,Yes,0,Graduate,No,11851,7269,91,240,1,Rural,Y
Female,No,2,Not Graduate,Yes,6127,8466,332,300,0,Urban,N
Female,Yes,1,Graduate,Yes,13208,527,335,300,1,Rural,N
Male,Yes,0,Not Graduate,No,24433,5687,331,360,0,Urban,Y
Female,Yes,1,Not Graduate,Yes,5087,13048,109,300,1,Urban,Y
Male,Yes,0,Graduate,Yes,4233,10885,178,240,0,Rural,N
Male,Yes,3,Not Graduate,No,20843,14814,153,240,0,Semiurban,Y
Female,Yes,3,Graduate,No,24513,12864,232,120,0,Semiurban,Y
Male,Yes,0,Not Graduate,No,8389,2637,141,360,0,Urban,N
Male,No,0,Graduate,Yes,6364,13448,152,300,0,Rural,N
Female,No,3,Not Graduate,Yes,13672,10325,138,300,0,Urban,Y
Female,No,3,Graduate,No,3935,14270,345,360,1,Rural,Y
Male,No,3,Not Graduate,No,2131,14135,254,180,0,Semiurban,N
Male,No,1,Graduate,No,24438,10954,480,120,1,Urban,Y
Female,Yes,3,Graduate,Yes,15714,14250,421,84,1,Urban,Y
Male,Yes,0,Graduate,Yes,15992,14996,400,120,1,Rural,Y
Male,No,1,Not Graduate,No,19168,6073,158,120,0,Rural,Y
Female,No,0,Graduate,No,3675,10443,169,180,1,Semiurban,Y
Male,No,3,Graduate,Yes,19723,6017,394,180,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,9314,11206,217,180,0,Rural,N
Female,Yes,1,Not Graduate,Yes,20477,5930,373,360,0,Urban,N
Female,Yes,1,Not Graduate,No,10368,10034,278,360,1,Urban,Y
Female,Yes,1,Graduate,Yes,6105,1934,231,360,1,Rural,N
Female,Yes,3,Not Graduate,Yes,4620,14425,97,180,0,Urban,N
Female,Yes,0,Graduate,Yes,18787,13741,314,240,0,Semiurban,Y
Male,No,3,Graduate,No,20781,8866,209,180,1,Rural,Y
Female,Yes,1,Not Graduate,Yes,19737,12430,124,300,0,Rural,Y
Female,No,0,Not Graduate,No,2247,1760,461,84,1,Semiurban,N
Male,Yes,1,Not Graduate,No,14357,3228,423,84,1,Rural,N
Male,Yes,3,Not Graduate,Yes,7539,6438,292,180,1,Rural,N
Male,No,0,Graduate,No,4418,7776,215,240,1,Semiurban,N
Female,No,1,Not Graduate,Yes,3401,11864,111,180,0,Semiurban,N
Male,Yes,0,Graduate,No,17506,11454,211,360,0,Rural,Y
Female,No,0,Not Graduate,No,4262,8163,241,84,0,Rural,N
Female,No,1,Graduate,No,3124,11576,369,120,1,Rural,N
Male,Yes,3,Graduate,Yes,16719,5547,124,240,1,Urban,Y
Female,Yes,1,Graduate,Yes,16139,8012,337,180,1,Urban,Y
Male,Yes,0,Graduate,No,18994,5361,399,180,1,Rural,Y
Female,Yes,1,Not Graduate,Yes,8858,8372,344,120,0,Rural,N
Male,Yes,1,Not Graduate,Yes,14349,3655,156,84,0,Urban,N
Male,No,3,Not Graduate,No,9956,11014,109,120,0,Urban,N
Female,Yes,2,Graduate,Yes,6214,5045,200,300,1,Urban,N
Female,Yes,0,Not Graduate,Yes,9884,8659,121,240,1,Semiurban,Y
Male,No,3,Graduate,Yes,11060,12272,329,84,1,Rural,Y
Female,No,0,Graduate,Yes,3070,13476,161,360,1,Semiurban,Y
Male,No,3,Graduate,No,13260,4017,416,180,0,Rural,N
Male,No,1,Graduate,No,16470,1728,454,240,0,Urban,N
Female,No,3,Not Graduate,Yes,2248,13068,112,360,0,Urban,N
Male,No,3,Not Graduate,No,7075,13672,115,240,0,Urban,N
Female,Yes,0,Graduate,Yes,13926,6991,238,300,0,Urban,N
Female,Yes,0,Not Graduate,Yes,4954,4066,324,84,0,Urban,N
Female,No,3,Not Graduate,No,6295,1038,277,360,0,Urban,N
Male,Yes,0,Graduate,No,7602,6723,346,180,0,Semiurban,N
Female,Yes,1,Graduate,Yes,8143,4281,140,180,1,Urban,Y
Female,No,0,Graduate,No,21220,6482,257,240,1,Urban,Y
Female,Yes,0,Not Graduate,No,14183,8432,66,240,0,Rural,N
Female,No,2,Not Graduate,Yes,21846,8789,302,240,0,Rural,Y
Male,No,2,Graduate,Yes,3947,706,428,300,0,Semiurban,N
Male,No,0,Graduate,No,20745,6616,126,300,0,Semiurban,Y
Female,Yes,2,Not Graduate,Yes,14073,504,105,180,1,Urban,Y
Female,Yes,2,Graduate,Yes,12059,6582,281,84,1,Urban,Y
Female,No,1,Not Graduate,Yes,16259,8254,153,360,1,Urban,Y
Male,Yes,2,Not Graduate,Yes,15356,3931,299,120,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,12264,5257,105,300,0,Urban,N
Male,Yes,3,Not Graduate,No,14909,11316,285,240,1,Rural,Y
Male,Yes,1,Not Graduate,No,24018,2087,436,120,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,12650,8787,235,360,0,Semiurban,N
Male,No,0,Graduate,No,7476,9068,278,84,1,Urban,Y
Female,Yes,3,Not Graduate,Yes,20489,10211,314,300,1,Urban,Y
Female,Yes,0,Not Graduate,No,7611,9895,365,360,0,Urban,N
Female,No,1,Not Graduate,Yes,23585,8852,205,360,1,Semiurban,Y
Female,No,0,Not Graduate,No,19861,12272,152,84,0,Rural,Y
Male,Yes,3,Graduate,No,9849,11698,171,300,0,Semiurban,N
Female,No,3,Not Graduate,Yes,22288,3899,55,240,0,Semiurban,Y
Female,No,0,Not Graduate,Yes,3828,2498,466,360,0,Semiurban,N
Female,No,1,Graduate,No,9204,801,413,120,0,Semiurban,N
Female,No,3,Graduate,Yes,3253,2588,168,84,1,Urban,N
Male,Yes,2,Graduate,Yes,18632,8131,489,300,1,Rural,Y
Male,No,3,Not Graduate,Yes,16007,13394,377,240,0,Rural,Y
Female,Yes,3,Not Graduate,No,21648,13891,276,84,1,Semiurban,Y
Male,No,3,Not Graduate,Yes,3982,4922,327,300,0,Rural,N
Female,Yes,0,Not Graduate,Yes,12631,2318,155,180,0,Semiurban,N
Male,Yes,3,Not Graduate,No,11033,9917,260,180,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,18082,3988,359,180,0,Semiurban,N
Female,Yes,1,Not Graduate,Yes,3774,1420,439,360,0,Urban,N
Female,No,1,Graduate,No,11166,4953,439,120,1,Semiurban,N
Male,Yes,3,Not Graduate,No,12381,3486,258,180,1,Rural,N
Female,No,1,Graduate,Yes,19566,3057,354,300,1,Urban,Y
Female,Yes,1,Graduate,Yes,5667,12377,196,300,0,Urban,N
Male,No,2,Graduate,No,16074,7797,357,360,0,Semiurban,N
Male,No,0,Not Graduate,No,9765,9405,221,360,1,Urban,Y
Female,Yes,1,Not Graduate,No,16241,11386,106,360,0,Rural,Y
Female,No,3,Graduate,Yes,14967,11954,393,360,0,Urban,N
Male,No,1,Not Graduate,Yes,21101,7530,333,240,0,Urban,N
Male,No,2,Graduate,Yes,22621,10401,379,180,1,Rural,Y
Female,No,2,Graduate,Yes,1918,4510,160,240,0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,5595,10939,246,360,0,Semiurban,N
Female,Yes,3,Not Graduate,Yes,23469,13467,103,120,0,Urban,Y
Female,No,0,Graduate,Yes,14384,1787,128,300,1,Rural,Y
Male,Yes,0,Not Graduate,No,6553,9451,246,240,0,Urban,N
Female,No,0,Graduate,Yes,21198,11519,355,240,1,Semiurban,Y
Female,No,1,Graduate,No,19757,8090,62,300,0,Semiurban,Y
Female,Yes,2,Not Graduate,No,13185,4651,396,240,0,Urban,N
Female,No,0,Graduate,Yes,16025,3523,228,360,0,Rural,N
Male,No,3,Graduate,No,15461,3308,53,360,0,Rural,N
Male,Yes,2,Not Graduate,Yes,10608,9,115,120,1,Semiurban,N
Female,Yes,0,Graduate,No,4560,9692,210,240,1,Rural,N
Female,No,1,Not Graduate,Yes,9867,6913,355,240,0,Semiurban,N
Female,No,2,Graduate,Yes,7967,137,120,180,1,Rural,N
Female,No,2,Not Graduate,No,2655,666,139,120,0,Urban,N
Male,Yes,0,Not Graduate,No,11598,116,289,240,1,Rural,N
Female,No,2,Graduate,No,4045,3921,360,180,0,Semiurban,N
Female,Yes,1,Graduate,No,7573,1947,302,120,0,Urban,N
Male,Yes,0,Not Graduate,No,10698,12510,413,84,0,Rural,N
Male,No,2,Graduate,No,13790,753,412,120,0,Semiurban,N
Female,Yes,2,Not Graduate,No,20082,7877,349,360,0,Semiurban,N
Male,No,2,Not Graduate,Yes,16753,12003,467,240,1,Urban,Y
Female,No,0,Graduate,No,5317,12929,456,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,6021,5111,419,120,1,Rural,N
Male,No,2,Graduate,No,20147,2343,331,120,0,Rural,N
Female,Yes,1,Graduate,Yes,11587,8193,386,300,0,Semiurban,N
Male,No,0,Graduate,Yes,12268,14575,315,120,0,Rural,N
Female,Yes,2,Not Graduate,No,18944,11441,209,240,0,Semiurban,Y
Male,Yes,2,Graduate,Yes,8465,11875,413,120,0,Rural,N
Female,Yes,2,Not Graduate,Yes,23595,3492,444,300,1,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,15393,10399,400,360,0,Semiurban,N
Male,Yes,0,Graduate,Yes,21864,14968,111,300,0,Semiurban,Y
Male,No,1,Graduate,Yes,22527,8813,80,120,0,Semiurban,Y
Female,No,0,Not Graduate,Yes,13701,5483,69,360,0,Semiurban,N
Female,Yes,3,Graduate,No,6785,9109,405,240,0,Semiurban,N
Female,Yes,0,Graduate,Yes,9878,4823,415,360,0,Rural,N
Male,No,3,Not Graduate,Yes,6528,1311,83,360,1,Urban,N
Female,No,3,Not Graduate,Yes,6923,459,310,360,1,Urban,N
Female,Yes,0,Not Graduate,No,24891,7715,442,120,1,Rural,Y
Female,No,1,Graduate,Yes,16236,12047,83,360,1,Semiurban,Y
Male,No,3,Not Graduate,No,18901,14587,401,120,1,Urban,Y
Female,Yes,1,Graduate,No,22804,4430,332,300,0,Semiurban,N
Male,Yes,1,Graduate,Yes,3019,13806,278,300,0,Semiurban,N
Male,Yes,1,Graduate,No,22780,14694,425,360,1,Rural,Y
Female,Yes,3,Not Graduate,No,6907,10252,430,180,0,Rural,N
Male,No,1,Graduate,No,16454,7649,312,180,0,Rural,N
Male,Yes,1,Not Graduate,No,7689,6767,316,180,0,Semiurban,N
Male,Yes,0,Graduate,No,15411,2986,281,120,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,2882,14089,241,300,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,2783,14899,373,180,1,Urban,Y
Male,Yes,0,Graduate,Yes,8666,6836,65,300,1,Urban,Y
Female,Yes,0,Graduate,Yes,8566,14290,124,84,0,Semiurban,Y
Male,Yes,1,Graduate,No,4042,13931,164,360,0,Semiurban,N
Female,No,0,Graduate,Yes,3042,12597,441,300,0,Semiurban,N
Female,No,2,Graduate,Yes,17207,10109,494,360,1,Rural,Y
Male,No,0,Not Graduate,No,21329,1812,338,360,0,Rural,N
Female,Yes,2,Not Graduate,Yes,12670,7614,348,300,0,Urban,N
Female,Yes,1,Not Graduate,Yes,23215,14688,337,84,0,Semiurban,Y
Male,Yes,3,Graduate,No,19168,6877,223,300,0,Urban,N
Male,No,0,Not Graduate,Yes,15389,10863,140,360,1,Rural,Y
Female,Yes,3,Not Graduate,No,24019,12426,349,240,1,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,5754,14321,442,300,0,Urban,N
Male,No,1,Graduate,Yes,11147,574,155,240,0,Semiurban,N
Male,No,3,Not Graduate,No,6125,13559,282,360,0,Semiurban,N
Female,No,0,Graduate,Yes,7461,12905,106,240,1,Urban,Y
Male,No,3,Not Graduate,No,17459,2708,371,300,0,Urban,N
Female,Yes,1,Graduate,No,9444,7243,425,240,1,Urban,N
Male,No,3,Not Graduate,No,22069,10285,266,120,1,Semiurban,Y
Female,No,2,Graduate,No,22649,1171,107,300,0,Semiurban,N
Female,No,1,Not Graduate,Yes,15354,376,495,360,1,Urban,N
Male,Yes,2,Graduate,No,15780,7410,183,360,1,Urban,Y
Male,No,2,Graduate,Yes,2166,11248,375,300,0,Semiurban,N
Male,No,3,Not Graduate,No,10774,9017,248,180,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,22445,12010,85,120,1,Semiurban,Y
Male,Yes,1,Graduate,No,20111,13976,285,300,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,6472,10216,490,84,1,Semiurban,Y
Female,Yes,2,Graduate,No,23834,1989,250,300,0,Urban,N
Male,Yes,3,Graduate,No,6253,4375,76,84,1,Semiurban,N
Female,Yes,2,Not Graduate,Yes,20641,3785,75,240,1,Semiurban,Y
Male,No,1,Graduate,No,3665,10735,385,84,0,Semiurban,N
Male,Yes,0,Not Graduate,No,13649,2538,394,300,1,Urban,N
Male,No,3,Graduate,Yes,6243,11223,201,84,0,Semiurban,N
Male,No,1,Graduate,No,3060,5378,388,360,0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,1975,14508,306,120,0,Rural,N
Male,No,1,Graduate,No,10733,4059,156,240,1,Urban,Y
Male,No,1,Not Graduate,No,10835,11889,226,240,1,Semiurban,Y
Female,No,0,Not Graduate,No,22698,10212,206,300,0,Urban,Y
Female,No,1,Graduate,Yes,3578,1535,472,84,0,Urban,N
Male,Yes,1,Not Graduate,No,22804,10225,188,240,0,Urban,Y
Male,No,1,Not Graduate,No,7609,4313,77,360,0,Rural,N
Female,No,3,Not Graduate,Yes,12036,12054,323,300,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,8643,5716,445,84,1,Urban,N
Male,Yes,1,Not Graduate,No,15959,14087,265,120,1,Rural,Y
Male,Yes,3,Not Graduate,Yes,2975,259,485,84,1,Rural,N
Female,No,0,Not Graduate,No,10401,10028,84,360,1,Rural,Y
Male,No,2,Graduate,Yes,1520,3913,274,360,1,Urban,N
Male,Yes,1,Graduate,No,14995,9063,499,360,0,Urban,N
Female,No,0,Not Graduate,No,23513,14850,376,120,0,Rural,Y
Female,No,3,Not Graduate,No,16006,6963,157,84,1,Urban,Y
Female,Yes,3,Not Graduate,No,23478,3863,54,300,0,Urban,Y
Female,Yes,3,Not Graduate,Yes,10557,13520,495,180,1,Urban,Y
Male,Yes,1,Graduate,Yes,4903,10777,342,120,1,Rural,N
Male,No,1,Not Graduate,Yes,20962,10729,223,300,0,Rural,Y
Male,No,0,Not Graduate,Yes,11365,6876,59,120,0,Urban,N
Male,No,1,Not Graduate,Yes,1575,8412,120,120,0,Rural,N
Female,Yes,2,Graduate,No,13062,2470,481,240,1,Semiurban,N
Female,Yes,1,Graduate,No,8191,5995,141,180,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,9670,10459,480,84,0,Urban,N
Male,No,2,Not Graduate,No,8460,12919,376,360,0,Semiurban,N
Female,Yes,2,Not Graduate,Yes,20699,8854,290,120,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,17480,14156,166,360,1,Rural,Y
Male,No,3,Not Graduate,Yes,2670,9255,365,240,0,Rural,N
